flow,temperature,dissolved_o2,ph,conductivity,bod,nitrate_n,fecal_coliform,total_coliform,fecal_streptococci,turbidity,phenophelene_alkanity,total_alkalinity,chlorides,cod,total_kjeldahl_n,amonia_n,hardness_caco3,calcium_caco3,magnesium_caco3,sulphate,sodium,total_dissolved_solids,total_fixed_solids,total_suspended_solids,phosphate,boron,potassium,flouride,fecal_coliform_is_bdl,total_coliform_is_bdl,fecal_streptococci_is_bdl,total_kjeldahl_n_is_bdl,nitrate_n_is_bdl,turbidity_is_bdl,sulphate_is_bdl,sodium_is_bdl,chlorides_is_bdl,phosphate_is_bdl,boron_is_bdl,potassium_is_bdl,flouride_is_bdl,dissolved_o2_is_bdl,total_suspended_solids_is_bdl,phenophelene_alkanity_is_bdl,total_alkalinity_is_bdl,type_water_body_ Dam,type_water_body_Creek,type_water_body_Dam,type_water_body_Lake,type_water_body_Nala,type_water_body_River,type_water_body_Sea,river_basin_Arnala ,river_basin_BPT Navapur ,river_basin_Bassein ,river_basin_Bhagwati Bundar,river_basin_Bhatsa ,river_basin_Bhayander ,river_basin_Bhima ,river_basin_Bindusara,river_basin_Chandrabhaga ,river_basin_Chikhali Nalla,river_basin_Colour Chem ,river_basin_Dahanu ,river_basin_Dandi ,river_basin_Darna ,river_basin_Erai ,river_basin_Ganptipule,river_basin_Godavari,river_basin_Godavari ,river_basin_Godavri ,river_basin_Gomai ,river_basin_Kalu ,river_basin_Kan ,river_basin_Kanhan ,river_basin_Karambavane,river_basin_Kharekuran Murbe ,river_basin_Koyna ,river_basin_Krishna,river_basin_Krishna ,river_basin_Kundalika,river_basin_Mandvi,river_basin_Manjara,river_basin_Morna ,river_basin_Muchkundi,river_basin_Mula ,river_basin_Mula Mutha ,river_basin_Mutha ,river_basin_Navapur ,river_basin_Nira ,river_basin_Panvel ,river_basin_Panzara ,river_basin_Patalganga ,river_basin_Pedhi ,river_basin_Pehlar ,river_basin_Penganga ,river_basin_Purna ,river_basin_Rabodi,river_basin_Rangavali ,river_basin_Sandoz ,river_basin_Sarwali ,river_basin_Savitri,river_basin_Savta ,river_basin_Surya ,river_basin_Tansa ,river_basin_Tapi ,river_basin_Tarapur MIDC Nalla,river_basin_Thane ,river_basin_Ulhas ,river_basin_Urmodi ,river_basin_Uttan ,river_basin_Vaitarna ,river_basin_Vashisthi,river_basin_Venna ,river_basin_Wainganga ,river_basin_Wardha ,river_basin_Wena,district_Akola,district_Amravati,district_Beed,district_Bhandara,district_Ch. Sambhaji Nagar,district_Chandrapur,district_Dhule,district_Jalna,district_Latur,district_Nagpur,district_Nanded,district_Nashik,district_Parbhani,district_Pune,district_Raigad,district_Ratnagiri,district_Sangli,district_Satara,district_Solapur,district_Thane,weather_Clear,weather_Cloudy,weather_Raining,approx_depth_50-100cm,approx_depth_Greater than 100cm,approx_depth_Less than 50cm,human_activities_Bathing,"human_activities_Bathing,Fishing","human_activities_Bathing,Fishing,Boating,Tourism Spot,Idol Emersion Wading","human_activities_Bathing,Fishing,Tourism Spot","human_activities_Bathing,Washing","human_activities_Bathing,Washing,Boating","human_activities_Bathing,Washing,Cultivation,Fishing,Boating,Gardening,Tourism Spot","human_activities_Bathing,Washing,Fishing","human_activities_Bathing,Washing,Gardening,Others","human_activities_Bathing,Washing,Others","human_activities_Boating,Tourism Spot",human_activities_Cultivation,human_activities_Fishing,"human_activities_Fishing,Boating,Tourism Spot","human_activities_Fishing,Others",human_activities_Idol Emersion Wading,human_activities_Others,"human_activities_Washing,Fishing",floating_matter_No,floating_matter_Yes,color_Blackish,color_Clear,color_Light Brown,color_Light Green,color_Muddish,color_Pale Yellow,color_Slightly Turbit,color_Turbit,color_slightly Turbit,odor_ Odourless,odor_Fishy,odor_Odor Free,odor_Odourless,odor_organic,odor_unknown,use_based_class
0.0,29.0,7.0,7.5,1562.0,2.0,0.4,1.8,22.0,1.8,1.13,5.0,56.0,17.99,8.0,1.5,0.4,56.0,34.0,22.0,5.0,10.85,132.0,116.0,10.0,0.35,0.5,1.0,0.2,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,30.0,5.0,7.1,21890.0,8.0,1.03,110.0,430.0,1.8,2.6,5.0,96.0,8797.27,72.0,2.24,0.4,2760.0,480.0,2280.0,1234.0,3320.0,19520.0,17177.0,52.0,0.27,1.03,116.18,0.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,28.0,4.6,7.5,27180.0,14.0,0.96,170.0,920.0,1.8,2.01,5.0,102.0,11996.28,216.0,2.24,0.4,3880.0,520.0,3360.0,935.0,5881.0,25642.0,22564.0,59.0,0.31,1.09,200.7,0.53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,29.0,4.8,7.8,37920.0,12.0,0.91,140.0,540.0,1.8,2.71,5.0,108.0,16194.98,108.0,2.24,0.4,4640.0,760.0,3880.0,1471.0,8398.0,33290.0,29295.0,58.0,0.22,1.31,266.8,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.4,7.7,39010.0,16.0,0.87,110.0,920.0,1.8,10.1,5.0,118.0,15395.23,208.0,2.24,0.4,4840.0,720.0,4120.0,1612.5,7330.0,33158.0,29179.0,62.0,0.34,1.33,210.3,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,3.9,7.9,30560.0,18.0,0.62,140.0,540.0,1.8,1.5,5.0,124.0,12696.06,208.0,1.5,0.4,4000.0,600.0,3400.0,973.5,6275.0,26892.0,23665.0,64.0,0.23,0.5,302.0,0.66,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.0,8.0,30570.0,16.0,0.65,70.0,430.0,1.8,1.44,5.0,122.0,13495.82,212.0,1.5,0.4,3800.0,660.0,3140.0,1057.0,7465.0,27384.0,24525.0,68.0,0.24,0.5,385.0,0.64,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,7.3,7.6,849.0,3.0,3.82,94.0,540.0,1.8,1.0,5.0,184.0,130.96,20.0,5.6,0.4,262.0,156.0,106.0,26.32,65.3,721.0,635.0,14.0,0.2,0.5,6.94,1.1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.4,7.8,29910.0,16.0,1.14,140.0,540.0,1.8,1.47,5.0,130.0,13195.91,196.0,2.24,0.4,4120.0,640.0,3480.0,1119.5,6852.0,26120.0,22985.0,42.0,0.2,0.5,314.8,0.67,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,0.3,7.4,5985.0,54.0,2.29,63.0,280.0,1.8,19.0,5.0,526.0,1109.66,180.0,8.96,4.23,352.0,236.0,116.0,655.2,987.2,4985.0,4376.0,64.0,0.2,0.5,52.39,0.58,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,0.3,7.3,2473.0,58.0,21.0,33.0,280.0,1.8,3.95,5.0,198.0,709.78,144.0,28.0,4.07,728.0,476.0,252.0,108.12,281.6,2138.0,1920.0,16.0,0.2,0.5,12.87,2.1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,0.3,7.3,1728.0,110.0,1.41,40.0,220.0,1.8,30.7,5.0,390.0,279.91,312.0,32.48,16.92,544.0,312.0,232.0,121.4,168.24,1690.0,1487.0,27.0,2.0,0.5,16.47,0.42,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,0.3,6.9,7297.0,210.0,2.16,33.0,280.0,1.8,44.2,5.0,312.0,1909.41,624.0,28.0,14.9,736.0,280.0,456.0,548.6,1021.0,6202.0,5458.0,73.0,0.38,0.5,28.36,0.48,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,A
0.0,26.0,7.4,7.6,145.0,2.8,0.3,4.0,46.0,1.8,1.0,5.0,50.0,15.0,12.0,1.5,0.4,54.0,22.0,32.0,6.19,5.0,123.0,108.0,10.0,0.33,0.5,1.0,0.2,False,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,7.2,7.5,145.0,3.2,0.3,1.8,22.0,1.8,1.0,5.0,46.0,15.0,32.0,1.5,0.4,66.0,32.0,34.0,6.82,5.0,124.0,105.0,10.0,0.31,0.5,1.0,0.2,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,7.4,7.7,151.0,3.0,0.3,6.0,140.0,1.8,1.0,5.0,54.0,15.5,24.0,1.5,0.4,52.0,28.0,24.0,6.11,5.67,128.0,112.0,10.0,0.36,0.5,1.0,0.2,False,False,True,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.0,7.8,10890.0,12.5,0.68,140.0,540.0,1.8,1.37,5.0,136.0,3598.88,84.0,1.5,0.4,1240.0,240.0,1000.0,291.6,2010.0,9256.0,8145.0,45.0,0.4,0.5,101.0,0.28,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.2,8.0,10840.0,14.0,0.69,220.0,920.0,1.8,1.55,5.0,138.0,3523.91,88.0,1.5,0.4,1200.0,270.0,930.0,291.6,1983.0,9214.0,8108.0,38.0,0.38,0.5,113.1,0.29,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
5.0,28.0,6.0,7.7,152.0,3.8,0.72,17.0,110.0,1.8,4.61,5.0,70.0,11.0,8.0,1.5,0.4,60.0,34.0,26.0,6.23,5.35,128.0,112.0,10.0,0.2,0.5,1.0,0.2,False,False,True,True,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
5.0,28.0,6.0,7.6,193.0,3.8,0.68,63.0,540.0,1.8,2.45,5.0,82.0,16.0,8.0,1.5,0.4,70.0,38.0,32.0,8.04,7.8,160.0,140.0,10.0,0.2,0.5,1.72,0.2,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,7.0,8.0,879.0,3.2,0.37,94.0,430.0,6.0,1.0,5.0,328.0,77.98,24.0,1.5,0.4,274.0,158.0,116.0,32.88,43.14,747.0,657.0,10.0,0.2,0.5,2.68,0.2,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,A
0.0,29.0,7.4,7.9,878.0,2.8,0.41,94.0,280.0,1.8,1.0,5.0,326.0,74.98,8.0,1.5,0.4,284.0,168.0,116.0,38.78,30.44,742.0,651.0,10.0,0.2,0.5,2.04,0.2,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,A
0.0,28.0,7.0,7.8,876.0,3.2,0.49,6.0,94.0,1.8,1.0,5.0,330.0,76.98,8.0,1.5,0.4,272.0,158.0,114.0,37.02,36.48,744.0,655.0,10.0,0.2,0.5,3.41,0.2,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,A
0.0,28.0,6.9,7.9,901.0,3.0,0.34,6.0,110.0,1.8,1.0,5.0,332.0,75.98,28.0,1.5,0.4,266.0,162.0,104.0,38.85,50.55,765.0,674.0,10.0,0.2,0.5,4.11,0.2,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,A
1.0,29.0,4.4,7.5,13580.0,12.0,1.1,140.0,540.0,1.8,1.0,5.0,116.0,4448.62,132.0,2.24,0.4,1420.0,250.0,1170.0,639.4,2054.0,11210.0,9864.0,37.0,0.2,0.5,99.2,0.4,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.5,7.2,1866.0,14.0,0.69,110.0,920.0,1.8,15.6,5.0,186.0,485.85,72.0,2.24,1.23,262.0,106.0,156.0,74.8,242.0,1578.0,1389.0,53.0,1.36,0.5,31.6,0.2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,26.0,4.4,7.3,1874.0,12.0,0.8,38.0,920.0,1.8,16.9,5.0,202.0,471.85,80.0,2.24,1.25,254.0,104.0,150.0,52.76,262.97,1592.0,1402.0,55.0,1.36,0.5,31.52,0.2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
0.0,27.0,6.8,7.3,144.0,3.8,0.3,63.0,540.0,6.0,1.0,5.0,32.0,11.0,20.0,1.5,0.4,36.0,16.0,20.0,11.27,5.95,122.0,107.0,10.0,0.3,0.5,1.0,0.2,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,A
